ticker,entry_date,exit_date,entry_price,exit_price,return_pct,holding_bars,exit_reason
000660.KS,2020-09-17,2020-09-21,77134.9453,79448.9937,2.9,2,tp
005830.KS,2020-09-17,2020-09-21,32348.4102,31888.8153,-1.5208,2,sl
000100.KS,2020-09-18,2020-09-21,52909.4766,54496.7609,2.9,1,tp
009160.KS,2020-09-18,2020-09-22,4002.5715,3910.8462,-2.3917,2,sl
021050.KS,2020-09-18,2020-09-22,3596.4568,3427.7954,-4.7897,2,sl
192080.KS,2020-09-18,2020-09-21,60092.9648,61895.7538,2.9,1,tp
001450.KS,2020-09-21,2020-09-22,17907.584,17749.8079,-0.9811,1,sl
005940.KS,2020-09-21,2020-09-22,6234.6665,6214.3361,-0.4261,1,sl
047810.KS,2020-09-21,2020-09-22,22796.1309,22219.0143,-2.6316,1,sl
060980.KS,2020-09-21,2020-09-23,21409.1309,20489.0698,-4.3975,2,sl
103140.KS,2020-09-21,2020-09-22,21397.7012,20896.1937,-2.4437,1,sl
000660.KS,2020-09-23,2020-10-13,78448.6719,80802.132,2.9,10,tp
035720.KS,2020-09-23,2020-09-25,72665.8672,69783.0865,-4.0672,2,sl
000150.KS,2020-09-25,2020-09-28,40073.9883,41276.2079,2.9,1,tp
000270.KS,2020-09-28,2020-09-29,34939.2305,35987.4074,2.9,1,tp
000990.KS,2020-09-28,2020-10-07,34534.1484,33487.6545,-3.1303,4,sl
005380.KS,2020-09-28,2020-10-05,138660.1406,142819.9448,2.9,2,tp
005930.KS,2020-09-28,2020-10-08,50908.1055,52435.3486,2.9,5,tp
009150.KS,2020-09-28,2020-10-08,130075.0078,133977.258,2.9,5,tp
011810.KS,2020-09-28,2020-10-06,6181.6514,6367.1009,2.9,3,tp
012330.KS,2020-09-28,2020-10-05,201533.5312,207579.5372,2.9,2,tp
018260.KS,2020-09-28,2020-10-07,153474.4219,158078.6545,2.9,4,tp
035510.KS,2020-09-28,2020-10-05,11874.3926,12230.6244,2.9,2,tp
035720.KS,2020-09-28,2020-10-06,73361.7109,75562.5623,2.9,3,tp
091810.KS,2020-09-28,2020-10-08,1913.063,1970.4549,2.9,5,tp
000100.KS,2020-09-29,2020-10-08,51002.832,52532.917,2.9,4,tp
000810.KS,2020-09-29,2020-10-07,133754.25,137766.8775,2.9,3,tp
003490.KS,2020-09-29,2020-10-06,13295.8174,13694.6919,2.9,2,tp
004310.KS,2020-09-29,2020-10-06,5795.3926,5969.2544,2.9,2,tp
006400.KS,2020-09-29,2020-10-08,428749.9375,441612.4356,2.9,4,tp
007070.KS,2020-09-29,2020-10-07,35797.0781,35102.5081,-2.0403,3,sl
009160.KS,2020-09-29,2020-10-08,3969.2163,4088.2928,2.9,4,tp
